Item_Identifier,Item_Weight,Item_Type,Item_MRP,Fat_Content,Outlet_Type,Item_Outlet_Sales
FDM44,12.5,4,103.699,,4,412.796
FDC28,7.905,8,109.1254,,1,1627.881
DRC24,17.85,2,153.4998,1,2,2922.1962
FDN46,7.21,7,100.8332,,1,1537.998
NCN53,5.175,13,37.0874,3,1,423.4488
FDY32,,4,163.221,3,4,326.242
NCW06,16.2,5,193.1162,,1,2501.4106
FDY48,14,6,103.8332,2,1,1743.0644
NCP29,8.42,13,65.9168,2,1,958.752
FDB60,9.3,6,195.0136,,4,194.4136
DRE60,9.395,2,226.172,3,1,3848.324
FDN51,17.85,3,260.7936,,1,4697.8848
DRE15,,1,74.2012,1,3,1290.3204
DRG15,6.13,1,60.1536,2,1,1102.5648
FDX55,,4,216.9166,3,4,217.7166
FDC57,20.1,4,194.282,1,2,1544.656
FDA25,16.5,11,103.699,,1,1651.184
NCK29,5.615,13,122.473,3,1,1354.903
FDP48,7.52,6,183.095,3,1,5492.85
FDP49,,9,54.5614,1,3,1713.1034
FDL38,13.8,11,87.4172,,4,178.4344
FDZ21,17.6,7,98.241,3,1,1930.82
FDQ44,20.5,4,122.3756,,1,2544.6876
NCB42,11.8,13,116.9492,2,1,1969.4364
FDY15,,1,155.963,1,3,4537.427
NCW05,20.25,13,108.3938,1,1,2787.0388
FDR23,15.85,12,177.637,1,1,3352.303
FDO34,17.7,7,166.2816,2,1,2516.724
FDZ36,6.035,6,185.324,3,1,3728.48
FDX58,,7,184.495,1,3,7873.085
NCJ18,12.35,5,117.0124,3,1,1540.6612
FDP22,14.65,7,50.9666,,1,717.7324
FDH57,10.895,4,133.5284,,4,263.6568
DRF51,15.75,1,37.4506,,1,1062.6168
FDD51,11.15,1,44.2744,3,1,588.5672
FDW04,8.985,8,131.531,,1,1428.141
FDZ21,17.6,7,94.841,,4,193.082
NCJ30,,5,168.679,1,3,4923.591
FDO45,13.15,7,89.5856,3,1,1494.0552
FDE41,9.195,8,86.5566,1,1,1183.7924
DRD13,,2,64.7168,1,3,3068.0064
NCC07,19.6,5,106.9964,3,1,1788.3388
FDE51,,1,43.7086,1,3,1293.6494
NCG43,20.2,5,93.2462,2,1,1018.0082
FDS59,,12,110.157,1,3,2306.997
FDV16,7.75,8,32.9558,1,2,101.8674
FDC03,8.575,1,194.1794,3,1,3316.3498
FDV60,20.2,6,197.211,2,1,3535.398
FDJ60,19.35,6,165.3184,1,1,1651.184
FDX20,7.365,4,225.172,,1,452.744
FDD17,7.5,8,237.7906,3,1,1188.453
FDD08,8.3,4,37.4506,,1,796.9626
FDX45,16.75,7,156.663,,1,2816.334
FDM25,10.695,9,173.8712,1,2,4570.0512
NCT42,5.88,5,147.5392,3,1,2684.5056
FDT02,12.6,1,36.1874,3,1,423.4488
FDV34,10.695,7,74.0038,2,1,1034.6532
NCR41,17.85,13,95.9094,3,1,2285.0256
FDT31,19.75,4,188.0872,1,2,2458.1336
FDF33,7.97,16,107.5596,,4,431.4384
NCU29,,13,145.976,3,4,585.904
NCB55,15.7,5,57.8562,,1,651.8182
NCU18,15.1,5,139.7496,2,1,3952.1888
FDZ59,6.63,6,167.25,1,2,1830.95
NCI29,8.6,13,140.9154,,1,1134.5232
FDL03,,3,197.711,1,3,4910.275
NCQ06,13,5,255.0014,,1,5865.0322
FDY31,5.98,4,148.2418,1,1,1618.5598
DRI03,6.03,1,175.1028,1,1,1593.9252
FDL38,13.8,11,88.5172,1,2,2408.8644
FDR37,,9,183.0292,1,3,8209.314
FDT59,,12,228.5668,1,3,3225.1352
FDV28,16.1,8,34.3558,3,1,271.6464
NCX53,20.1,13,143.4154,2,1,3545.385
FDZ12,9.17,6,141.947,2,1,4008.116
NCT05,10.895,13,255.3672,3,1,767.0016
FDW38,5.325,1,55.8298,3,1,485.3682
FDD33,12.85,4,233.3642,2,1,3950.1914
FDV39,,3,196.8426,3,4,593.2278
DRE25,15.35,2,91.912,,1,559.272
FDC59,16.7,15,64.3168,,4,127.8336
FDF58,13.3,7,64.951,3,1,1644.526
NCP50,,14,78.6618,3,4,80.5618
FDS33,6.67,7,90.2514,2,1,974.0654
FDP08,20.5,4,192.0478,1,1,1549.9824
FDF29,15.1,8,131.531,3,1,2856.282
NCF30,17,5,124.6362,3,1,3900.9222
FDI50,8.42,11,227.6352,,1,2748.4224
FDD56,15.2,4,177.1054,,1,3151.8972
NCN41,17,13,125.073,,4,369.519
FDE23,17.6,15,47.806,,1,1071.938
FDL26,18,11,155.0972,1,1,3894.93
NCB30,14.6,5,196.9084,,4,595.2252
FDY50,5.8,1,89.4172,,1,2498.0816
NCK19,9.8,14,192.2478,1,2,4068.7038
NCR38,,5,250.7724,3,4,251.6724
FDI28,14.3,8,77.6302,3,1,950.7624
FDO24,11.1,6,158.8604,3,1,2693.8268
FDC45,17,4,171.7106,,1,1711.106
FDU27,18.6,3,48.8376,1,1,1294.3152
FDS09,8.895,7,49.8008,,1,759.012
DRE13,,2,86.6198,1,3,2529.3742
FDV15,10.3,3,102.3648,1,2,1557.972
FDH26,19.25,11,141.8496,2,1,2399.5432
FDI22,12.6,7,210.8612,3,1,1254.3672
FDJ26,15.3,11,215.7218,1,2,1923.4962
FDD26,,11,184.0924,3,4,555.2772
NCI55,,5,123.3414,1,3,4751.8146
FDA35,,6,122.2072,1,3,3552.7088
FDN21,18.6,7,160.6236,1,2,1611.236
NCM43,14.5,14,163.621,,4,815.605
FDD09,13.5,4,179.5976,1,2,2173.1712
FDI24,10.3,6,177.637,,1,4234.488
NCN41,,13,121.373,3,4,369.519
NCT53,,13,164.6526,3,4,657.8104
FDQ47,7.155,12,33.8874,,4,35.2874
NCD42,16.5,13,39.7506,1,2,227.7036
FDI21,5.59,7,63.1168,,4,191.7504
FDS48,15.15,6,149.6708,,4,300.9416
FDW50,13.1,1,166.1158,,1,1169.8106
FDO37,8.06,9,232.7326,1,2,3696.5216
FDS04,10.195,8,139.5838,1,2,4495.4816
FDP38,10.1,11,49.8008,,4,303.6048
NCF06,6.235,5,258.9962,,4,258.9962
FDR35,12.5,12,198.3742,1,2,2587.9646
FDB04,11.35,1,86.1856,2,1,1494.0552
FDK16,9.065,8,96.0094,,1,1713.7692
FDM57,11.65,7,85.1908,,1,671.1264
FDF45,18.2,4,57.1904,1,1,1640.5312
FDH04,6.115,8,91.0488,1,2,1629.8784
FDL25,6.92,9,90.5804,1,2,183.7608
FDK40,7.035,8,263.791,1,1,4996.829
FDV46,18.2,7,139.818,3,1,1398.18
FDU31,10.5,4,218.7508,,1,3255.762
NCQ53,17.6,13,237.759,1,1,3545.385
FDD09,,4,182.0976,1,3,6157.3184
FDY19,19.75,4,116.5466,,1,2828.3184
FDI33,16.5,7,91.7146,2,1,2462.7942
FDG08,13.15,4,172.0764,2,1,4466.1864
FDE39,7.89,1,117.4782,3,1,2026.0294
FDH53,20.5,8,82.8592,1,2,1733.7432
FDB09,16.25,4,123.9046,1,2,1120.5414
FDI22,12.6,7,207.2612,3,1,4390.2852
FDX24,,6,92.4462,3,4,185.0924
FDE09,8.775,4,109.5228,,1,994.7052
FDJ57,7.42,16,184.6582,3,1,5015.4714
DRC49,8.67,2,145.8128,3,1,2444.8176
FDU19,8.77,4,170.5422,,1,1551.9798
FDU43,19.35,4,238.6564,2,1,3575.346
FDA50,16.25,1,96.041,2,1,868.869
NCM29,11.5,13,129.6626,,1,1836.2764
FDQ13,11.1,11,82.5908,2,1,1510.0344
FDB26,,11,55.264,1,3,1544.656
FDI21,5.59,7,62.9168,,1,1406.1696
FDV25,,11,219.7456,3,4,884.1824
FDQ23,6.55,12,102.9332,2,1,1845.5976
FDJ41,6.85,8,261.2594,,4,1046.6376
NCO42,21.25,5,144.1102,1,1,1749.7224
FDQ13,,11,84.6908,1,3,3691.1952
FDU47,12.8,12,138.7838,,4,280.9676
FDW57,8.31,7,177.4028,3,1,3896.2616
DRN47,12.1,10,179.166,3,1,3056.022
FDW28,,8,194.7452,1,3,5872.356
NCN42,20.25,5,145.6418,2,1,3384.2614
FDR60,,6,78.2328,1,3,1004.0264
FDO09,,7,262.891,3,4,788.973
FDX45,16.75,7,156.163,3,1,2816.334
FDH27,7.075,1,145.3128,,1,1869.5664
FDO08,11.1,4,163.1526,3,1,1808.9786
FDG10,6.63,7,55.4588,1,2,343.5528
FDZ40,8.935,8,54.9298,1,1,1348.245
FDZ27,7.935,1,51.435,,1,499.35
FDZ46,7.485,7,112.1228,1,1,1215.7508
FDI46,9.5,7,253.3724,1,2,755.0172
NCW53,18.35,13,193.1162,1,1,2693.8268
FDY52,6.365,8,60.1536,1,1,490.0288
FDU07,11.1,4,149.1366,1,1,4231.8248
NCQ05,11.395,13,149.2708,,1,2407.5328
FDT16,9.895,8,260.2278,1,2,4165.2448
NCJ17,7.68,13,86.4224,,1,511.3344
NCY29,13.65,13,56.493,3,1,509.337
NCQ18,15.75,5,98.57,3,1,2496.75
FDS02,10.195,1,196.1794,1,1,2926.191
NCK31,10.895,14,50.2666,1,2,820.2656
FDH60,,6,195.711,1,3,5499.508
FDO19,17.7,4,48.3034,3,1,777.6544
DRF37,17.25,2,263.391,3,1,6311.784
FDN21,18.6,7,161.0236,2,1,3705.8428
FDM14,13.8,11,108.0254,3,1,759.6778
FDO08,11.1,4,165.5526,1,2,1973.4312
FDS27,10.195,3,195.111,,1,3731.809
DRM59,5.88,10,153.8998,1,1,2922.1962
NCO29,11.15,13,163.0526,,1,2302.3364
FDC32,,4,92.0462,3,4,277.6386
DRA12,11.6,2,142.0154,1,2,850.8924
FDI14,,11,139.2496,1,3,1976.0944
DRG51,12.1,1,163.5526,3,1,2302.3364
FDR33,,7,110.657,3,4,659.142
FDS23,4.635,12,126.9994,,1,1798.9916
NCF43,8.51,5,142.247,,1,2004.058
DRN37,9.6,2,167.3158,3,1,1838.2738
FDX57,17.25,7,96.9068,,1,1458.102
NCC42,15,13,140.4838,,1,1685.8056
FDS47,16.75,12,87.6856,3,1,1494.0552
DRK35,8.365,10,39.2506,,4,75.9012
DRF37,,2,261.291,3,4,788.973
DRI23,18.85,10,161.8578,1,2,3530.0716
FDB28,6.615,1,198.7426,,1,1186.4556
FDU50,5.75,1,115.3176,1,1,572.588
FDD22,10,7,113.3544,1,2,3467.4864
FDG04,13.1,8,188.9898,3,1,4303.0654
FDM08,10.1,4,223.0088,1,1,671.1264
FDI28,,8,79.0302,1,3,1901.5248
FDM57,11.65,7,83.4908,,1,503.3448
NCS17,,13,94.6436,1,3,4065.3748
FDX44,9.3,4,90.4172,1,2,1249.0408
DRE03,19.6,1,45.3718,,1,614.5334
FDT46,11.35,7,51.5008,1,2,607.2096
FDW60,5.44,6,178.137,,1,3175.866
FDE44,14.65,4,50.8692,,1,788.3072
FDT24,12.35,6,78.5328,3,1,695.0952
FDO20,12.85,4,253.7382,,1,2271.0438
FDV47,17.1,12,85.5566,1,1,1860.2452
FDZ26,11.6,1,240.6222,2,1,2868.2664
FDK48,7.445,6,75.5354,,1,1956.1204
FDX32,,4,142.8786,3,4,433.4358
FDE56,,4,63.2194,3,4,247.6776
DRJ01,6.135,2,161.1236,1,2,644.4944
FDC53,8.68,8,97.7384,,4,98.5384
NCN07,18.5,14,132.5284,3,1,1318.284
FDI28,14.3,8,79.4302,2,1,1743.0644
NCO55,,14,105.6938,3,4,214.3876
FDP46,15.35,7,88.283,3,1,1797.66
FDX26,17.7,1,182.5292,2,1,2736.438
FDD56,15.2,4,175.6054,3,1,2451.4756
FDP12,9.8,6,35.0874,,1,352.874
FDT40,,8,125.5678,1,3,2543.356
FDV57,15.25,7,179.766,1,2,3056.022
FDZ09,17.6,7,165.6868,,1,3111.9492
FDA07,7.55,4,121.0072,3,1,2082.6224
FDV36,,6,127.102,1,3,3415.554
FDQ01,19.7,11,254.7014,3,1,3570.0196
FDW46,13,7,65.7484,2,1,391.4904
FDW19,,4,109.957,1,3,4504.137
FDY01,11.8,11,113.8834,1,1,1382.2008
FDG60,20.35,6,233.6616,1,1,2577.9776
FDL22,16.85,7,90.3488,1,1,996.0368
DRK01,7.63,2,94.0436,,1,1134.5232
FDO12,15.75,6,195.3452,2,1,1761.7068
FDX12,18.2,6,241.8196,3,1,4097.3332
FDR28,13.85,8,164.921,1,1,2609.936
FDH57,10.895,4,132.9284,,1,3295.71
FDC04,15.6,1,242.9854,1,2,2175.1686
NCI06,11.3,5,181.466,2,1,3775.086
NCY53,20,13,111.6544,,1,1565.9616
FDR22,19.35,7,112.9544,,1,2908.2144
FDM33,15.6,7,221.5798,2,1,5509.495
FDO57,,7,159.4578,3,4,160.4578
FDO56,10.195,4,118.4808,1,2,1640.5312
FDO58,,7,164.8526,1,3,2631.2416
FDQ45,9.5,7,183.8608,3,1,2572.6512
FDO60,,6,43.3086,1,3,624.5204
FDI34,10.65,7,229.7668,1,1,3916.2356
FDJ26,,11,215.5218,1,3,4915.6014
FDV08,7.35,4,40.8454,2,1,587.2356
DRD60,15.7,2,179.7634,1,2,1817.634
FDX20,,4,227.272,1,3,7017.532
FDG59,15.85,15,39.4164,1,2,154.4656
FDN58,13.8,7,231.1984,3,1,5097.3648
FDV48,9.195,6,79.8644,2,1,785.644
FDA15,9.3,1,248.8092,,1,5976.2208
FDI19,15.1,3,242.9512,2,1,4847.024
FDX19,19.1,4,234.4958,1,2,1635.8706
FDO52,11.6,8,172.4106,1,1,4277.765
NCO05,7.27,13,98.6384,,1,1970.768
NCP17,19.35,13,62.5168,1,1,1534.0032
FDK56,9.695,4,186.7898,,4,561.2694
NCG43,20.2,5,94.1462,3,1,832.9158
DRM59,,10,154.6998,1,3,3229.7958
FDA47,10.5,6,164.121,,1,2773.057
FDY20,12.5,4,92.3488,2,1,1177.1344
FDZ22,,7,81.825,3,4,83.225
FDB52,17.75,1,256.0672,2,1,2045.3376
NCS29,9,13,264.8884,,1,2914.8724
DRC12,17.85,2,190.4188,1,1,952.094
FDP13,,11,41.548,3,4,79.896
DRF23,4.61,10,175.2396,1,2,2093.2752
FDB56,8.75,4,186.8556,2,1,7322.4684
FDQ47,7.155,12,35.2874,,1,388.1614
FDY39,,3,182.0608,1,3,7717.9536
FDY36,12.3,6,71.338,,1,1098.57
NCM17,7.93,13,44.9086,2,1,802.9548
DRN35,8.01,10,34.9532,3,1,539.298
FDK22,9.8,7,217.185,,4,432.77
FDI07,,3,199.3426,3,4,395.4852
DRK37,5,2,190.453,,4,379.506
NCP05,19.6,13,150.9024,,4,303.6048
NCD42,16.5,13,36.3506,1,1,872.8638
FDW11,12.6,12,61.0194,1,1,1052.6298
FDI14,14.1,11,140.2496,,1,2681.8424
NCY42,6.38,5,144.947,1,1,3435.528
FDV26,20.25,1,194.2794,1,1,4291.7468
FDX15,,3,159.7578,1,3,641.8312
NCG07,12.3,5,190.853,3,1,4364.319
FDC44,15.6,4,114.8518,3,1,2163.1842
FDC47,15,7,229.4694,3,1,5937.6044
NCK53,11.6,13,98.4042,1,1,1388.8588
FDY49,,11,164.7184,3,4,495.3552
NCM07,,14,83.9908,3,4,167.7816
FDR47,17.85,12,193.3794,,1,4291.7468
FDS59,14.8,12,108.757,3,1,1867.569
DRK47,7.905,10,229.9694,1,1,4567.388
FDZ27,,1,51.235,3,4,49.935
FDE36,,6,165.5868,1,3,5404.9644
FDM51,11.8,3,101.9674,3,1,1731.7458
FDY48,14,6,103.2332,3,1,1845.5976
FDA35,14.85,6,123.0072,1,1,1960.1152
NCL31,7.39,14,143.447,1,2,2290.352
FDC47,15,7,229.9694,2,1,4339.0186
FDI26,,11,179.4344,1,3,6066.7696
FDQ16,19.7,8,108.0912,,1,1965.4416
FDK15,10.8,3,98.4042,,4,99.2042
NCO53,,13,184.0608,1,3,6431.628
FDG12,,6,122.4098,1,3,3735.8038
FDU28,,8,189.1214,1,3,2261.0568
FDI20,,4,211.3586,3,4,422.1172
DRN37,9.6,2,165.3158,,4,334.2316
FDD28,10.695,8,59.6904,3,1,937.4464
FDP31,21.1,4,62.9168,3,1,1086.5856
DRD27,,1,98.3042,3,4,198.4084
DRF01,,2,147.3102,3,4,291.6204
DRD25,6.135,2,111.286,1,2,2263.72
FDD53,16.2,8,43.3454,,1,922.7988
FDQ24,15.7,6,253.4724,,1,2013.3792
FDY49,17.2,11,164.4184,,1,2641.8944
NCP18,12.15,5,150.4708,3,1,2257.062
FDT07,,4,257.133,1,3,7433.657
FDG46,8.63,7,114.7518,,4,455.4072
FDH50,15,11,182.5266,1,2,1290.9862
FDS40,,8,34.619,3,4,36.619
FDZ60,,6,108.5596,1,3,1725.7536
FDG38,8.975,11,86.6224,,1,1619.2256
FDG31,12.15,3,64.7826,3,1,904.1564
FDS39,6.895,3,143.7812,,1,1994.7368
FDL22,,7,92.5488,1,3,2625.9152
FDQ20,8.325,4,39.3138,3,1,974.7312
DRB24,8.785,2,153.1656,,1,1853.5872
DRI51,,1,172.6764,1,3,6183.9504
FDJ60,19.35,6,163.9184,3,1,3137.2496
FDB40,17.5,1,144.8102,,4,291.6204
FDO15,16.75,3,72.4038,,1,739.038
FDI53,8.895,8,161.5236,3,1,1772.3596
FDZ14,7.71,1,122.4756,3,1,605.878
NCD54,,5,142.7786,3,4,144.4786
FDF28,15.7,8,124.1046,3,1,1120.5414
FDD39,16.7,1,217.685,,1,2163.85
NCN54,20.35,5,76.1328,3,1,772.328
NCO41,12.5,13,100.1384,,1,2167.8448
FDH45,15.1,4,41.6796,3,1,495.3552
NCD55,14,5,43.4454,,4,41.9454
DRK35,8.365,10,39.6506,,1,834.9132
FDM25,10.695,9,177.5712,,1,2636.568
NCW30,5.21,5,259.5962,3,1,2848.9582
FDU15,13.65,3,37.9532,,1,575.2512
DRN35,8.01,10,37.5532,3,1,1366.2216
FDN28,5.88,8,104.099,1,1,412.796
NCK29,5.615,13,121.373,,4,123.173
FDA49,19.7,11,87.0198,1,1,697.7584
FDE40,,1,60.0194,3,4,123.8388
FDD52,18.25,1,110.857,1,1,1977.426
FDZ31,15.35,4,189.7504,1,2,2492.7552
FDA13,,11,39.9506,1,3,721.0614
FDU08,10.3,4,101.2042,2,1,396.8168
FDU15,13.65,3,35.1532,3,1,790.9704
FDD45,8.615,4,95.9436,3,1,2741.7644
FDY50,5.8,1,87.8172,,1,1070.6064
FDD08,8.3,4,36.2506,1,1,834.9132
NCE30,16,5,210.4902,,1,3610.6334
FDB05,5.155,8,247.2776,1,1,5944.2624
FDS09,8.895,7,49.8008,,1,1062.6168
FDZ07,15.1,4,63.7194,1,2,1362.2268
FDS57,15.5,7,144.847,3,1,1717.764
FDX28,6.325,8,100.9042,1,2,2083.2882
FDN56,,4,145.8786,3,4,288.9572
FDX44,9.3,4,89.3172,3,1,2051.9956
NCF19,,5,49.0034,1,3,826.2578
NCA17,20.6,13,149.2392,1,2,4026.7584
FDY40,15.5,8,49.6692,3,1,788.3072
NCX54,9.195,5,105.6622,3,1,1693.7952
FDK28,5.695,8,258.2646,3,1,5410.9566
FDI32,,4,113.2834,1,3,4376.9692
FDT11,5.94,12,188.0556,1,2,938.778
FDO32,6.36,4,45.906,,1,1118.544
DRJ01,,2,160.9236,1,3,2255.7304
FDW02,4.805,1,123.9704,,1,2253.0672
NCK30,14.85,5,254.8698,2,1,4819.7262
NCM43,14.5,14,161.621,2,1,2120.573
FDJ14,10.3,11,77.896,3,1,1278.336
FDE59,12.15,15,37.9532,3,1,1078.596
FDN10,11.5,7,120.3124,,1,474.0496
NCC18,19.1,5,174.0422,3,1,1724.422
FDN34,,7,168.7132,3,4,338.2264
FDU12,15.5,6,265.1568,1,2,2109.2544
FDR33,7.31,7,110.357,3,1,3185.853
FDP33,18.7,7,257.3672,2,1,2045.3376
FDT49,7,11,107.028,2,1,2876.256
FDK02,12.5,11,121.144,3,1,1438.128
NCM07,9.395,14,84.0908,3,1,419.454
FDX38,10.5,1,45.9376,3,1,575.2512
FDS56,5.785,4,262.1252,,4,786.9756
FDU26,16.7,1,120.7782,1,1,1072.6038
FDR16,5.845,8,214.4218,1,1,5343.045
FDA58,9.395,7,235.8932,3,1,942.7728
FDI26,5.94,11,179.8344,1,2,1249.0408
FDU36,6.15,6,97.8384,3,1,2069.3064
FDG60,20.35,6,234.2616,3,1,4687.232
FDH14,17.1,11,141.8838,,4,280.9676
FDQ37,,9,192.2478,1,3,7943.6598
FDW23,5.765,6,36.7164,2,1,849.5608
FDM03,12.65,3,107.7938,,1,2251.0698
FDB58,10.5,7,140.0154,2,1,3119.9388
FDR09,18.25,7,260.2962,2,1,1035.9848
FDR48,11.65,6,149.8024,1,2,1821.6288
FDZ52,19.2,8,110.2886,3,1,778.3202
DRD60,15.7,2,182.7634,1,1,3453.5046
FDJ14,10.3,11,80.096,2,1,239.688
NCY29,13.65,13,56.893,3,1,1188.453
NCP41,16.6,13,108.8596,2,1,970.7364
FDK46,9.6,7,258.462,,1,4673.916
FDI48,11.85,6,50.5666,2,1,922.7988
FDX48,,6,154.1656,3,4,617.8624
NCI29,8.6,13,141.2154,1,1,709.077
FDL51,20.7,1,213.9876,3,1,2143.876
FDU21,11.8,7,35.7558,,1,577.2486
FDA08,,4,162.5526,3,4,328.9052
FDK03,12.6,1,255.9356,1,2,4832.3764
DRH39,20.7,1,77.667,1,1,2220.443
NCR18,15.85,5,41.6112,1,2,255.6672
NCX42,6.36,5,163.6526,3,1,1151.1682
FDR15,9.3,3,156.6314,1,1,1241.0512
FDN60,,6,157.6604,3,4,316.9208
FDH24,20.7,6,157.0288,,1,2985.4472
FDY50,,1,88.7172,1,3,3301.0364
FDT26,18.85,1,120.344,1,1,1797.66
NCC30,16.6,5,176.6344,3,1,2676.516
NCE43,12.5,5,170.8448,3,1,4942.8992
DRK39,7.02,1,83.825,,1,1414.825
FDL16,12.85,8,45.906,2,1,885.514
FDQ36,7.855,6,36.2848,1,2,1155.8288
FDS34,19.35,7,113.4518,3,1,1593.9252
FDN32,17.5,4,184.8266,,1,2766.399
FDZ23,17.75,6,187.624,,1,1491.392
DRL49,13.15,2,143.4812,1,1,854.8872
FDG33,5.365,16,173.7764,3,1,4637.9628
FDG04,13.1,8,187.5898,,1,2432.1674
FDR04,7.075,8,97.0068,,1,1944.136
FDF52,9.3,8,180.5292,3,1,2189.1504
FDT36,12.3,6,37.2874,,4,176.437
FDH17,16.2,8,95.8726,2,1,1076.5986
NCL42,18.85,5,244.0144,,1,5635.3312
DRN35,8.01,10,34.2532,1,2,467.3916
FDL21,,7,38.748,3,4,79.896
FDX07,,4,183.495,1,3,4577.375
FDW16,17.35,8,93.0804,3,1,826.9236
FDS11,,12,222.5088,1,3,7158.6816
NCZ54,14.65,5,163.4552,1,2,2599.2832
FDH32,12.8,4,96.541,3,1,3765.099
NCQ17,,13,158.363,1,3,4068.038
FDK38,6.65,11,147.7734,3,1,2078.6276
NCF55,6.675,5,35.6874,2,1,952.7598
FDW39,6.69,3,176.837,1,2,1411.496
FDX36,,6,223.1404,3,4,450.0808
FDD47,7.6,15,171.7448,,1,4431.5648
FDQ46,7.51,7,110.6544,2,1,1901.5248
FDE56,,4,62.4194,1,3,2291.0178
FDY39,,3,185.7608,3,4,1470.0864
FDG05,11,8,156.863,3,1,2972.797
NCR54,,5,194.711,3,4,196.411
FDX57,17.25,7,95.8068,1,2,1263.6884
FDC17,,8,208.9928,1,3,9678.0688
DRL60,,2,150.6682,3,4,457.4046
FDO32,6.36,4,45.406,2,1,1118.544
NCO29,11.15,13,163.2526,2,1,1480.0734
FDJ36,,6,104.5332,1,3,2563.33
NCF54,18,5,170.5422,,1,3103.9596
FDV04,7.825,8,158.8288,3,1,1414.1592
NCK30,14.85,5,254.2698,,4,1775.6886
FDX09,,7,174.937,3,4,176.437
FDH53,20.5,8,83.7592,2,1,1403.5064
FDT22,10.395,7,60.622,,1,778.986
DRF25,,2,36.019,3,4,73.238
FDG56,13.3,4,60.8536,,1,918.804
FDG38,,11,83.6224,1,3,3494.1184
FDS34,19.35,7,114.8518,,1,1707.777
FDP44,16.5,4,102.1332,1,1,1743.0644
FDW03,5.63,3,102.8306,2,1,1986.0814
FDU25,12.35,11,58.9246,1,2,926.7936
NCR17,9.8,13,116.4492,,1,2780.3808
FDY39,5.305,3,181.9608,1,2,2388.8904
FDA03,18.5,1,146.3102,1,1,3645.255
FDG58,10.695,7,156.1972,3,1,1869.5664
NCB19,6.525,5,86.4882,,1,1631.8758
FDI07,12.35,3,198.1426,1,1,3757.1094
NCS06,7.935,5,261.091,3,1,2366.919
FDX03,15.85,3,47.1744,,4,90.5488
NCK29,5.615,13,121.973,3,1,2463.46
FDH16,10.5,8,90.783,2,1,1258.362
FDA55,,4,223.8088,1,3,5592.72
FDS20,8.85,4,182.7292,1,1,4925.5884
FDS31,13.1,4,180.3318,3,1,2345.6134
FDA23,,6,101.3016,1,3,2327.6368
NCU18,15.1,5,140.2496,3,1,2681.8424
FDE11,17.7,15,184.4924,2,1,3146.5708
FDE44,14.65,4,49.7692,,1,837.5764
FDV51,16.35,3,165.7842,3,1,2652.5472
FDK51,19.85,1,264.5884,,1,5829.7448
FDR36,6.715,6,43.5454,,1,838.908
FDU40,20.85,8,192.5478,3,1,2906.217
FDU37,,11,79.796,1,3,4074.696
FDV47,17.1,12,85.3566,2,1,1775.6886
FDF04,,8,258.6304,3,4,516.6608
FDX16,17.85,8,147.805,3,1,1947.465
NCL05,19.6,13,45.077,2,1,605.878
NCL30,,5,125.9336,1,3,7158.6816
NCR06,12.5,5,41.7112,3,1,383.5008
FDX03,15.85,3,45.6744,,1,633.8416
FDR32,6.78,4,227.4694,3,1,3197.1716
FDX04,19.6,8,47.6376,3,1,335.5632
DRH01,17.5,2,171.7738,,1,2432.8332
FDO57,20.75,7,160.9578,,1,1444.1202
FDD11,,15,254.704,1,3,3036.048
DRM47,9.3,10,189.1846,,4,382.1692
NCC54,17.75,13,242.4196,3,1,5543.4508
FDC45,17,4,171.5106,1,1,1539.9954
FDW46,,7,63.6484,3,4,65.2484
FDP40,4.555,8,110.1544,2,1,1230.3984
FDM08,10.1,4,225.5088,,4,1342.2528
FDV52,20.7,8,119.7466,1,1,2003.3922
DRB24,8.785,2,153.0656,,1,4170.5712
NCC54,17.75,13,239.3196,,4,723.0588
FDV38,,1,54.9956,3,4,109.1912
FDB36,5.465,6,129.2626,,1,1311.626
DRH51,,1,89.5856,3,4,175.7712
FDV45,,7,187.4556,1,3,7510.224
NCL29,,13,156.9604,1,3,1584.604
FDU14,17.75,1,249.575,,4,499.35
FDH17,16.2,8,97.4726,3,1,1174.4712
FDQ15,20.35,3,79.2276,3,1,649.8208
FDZ44,8.185,4,115.4808,,1,820.2656
FDM32,20.5,4,88.183,1,2,719.064
NCP29,8.42,13,64.3168,3,1,703.0848
FDG53,10,8,141.818,,1,838.908
FDT25,7.5,11,122.4072,1,2,2572.6512
FDM39,,1,177.6002,1,3,8417.7094
FDW35,10.6,12,43.8454,,1,671.1264
FDD10,20.6,7,177.2344,,4,892.172
FDH08,,4,230.801,1,3,5283.123
DRG37,16.2,2,153.9972,1,2,1246.3776
FDU01,20.25,11,183.5924,,1,2406.2012
NCZ17,12.15,13,36.6506,1,2,493.3578
FDU34,,7,125.9046,1,3,4482.1656
FDB16,8.21,1,88.5198,3,1,1133.8574
FDG10,6.63,7,57.7588,,4,57.2588
FDH46,6.935,7,101.8332,2,1,2255.7304
FDC16,,1,88.254,1,3,2510.066
FDH50,15,11,185.8266,3,1,1844.266
NCZ18,7.825,5,255.4698,3,1,5073.396
FDJ32,10.695,4,61.4536,3,1,428.7752
DRI23,18.85,10,162.0578,3,1,3209.156
DRD01,12.1,2,53.2614,1,1,386.8298
FDY02,8.945,1,261.091,,1,3418.883
FDG38,8.975,11,86.6224,1,1,1704.448
NCG30,20.2,5,124.4046,1,1,1120.5414
